:Number	Year	Date	County	Area	Status	Sex	TotalLength	CrusherClawWidth	CrusherLoss	SiccorLoss	ClawRatio
941	2018	26/08/2018	Østfold	Kvernskjar	MPA	Females	297	52	0	0	0.175084175
942	2018	26/08/2018	Østfold	Kvernskjar	MPA	Females	275	51	0	0	0.185454545
943	2018	26/08/2018	Østfold	Kvernskjar	MPA	Females	314	52	0	0	0.165605096
944	2018	26/08/2018	Østfold	Kvernskjar	MPA	Females	312	51	0	0	0.163461538
945	2018	26/08/2018	Østfold	Kvernskjar	MPA	Males	261	49	0	0	0.187739464
946	2018	26/08/2018	Østfold	Kvernskjar	MPA	Males	300	61	0	0	0.203333333
947	2018	26/08/2018	Østfold	Kvernskjar	MPA	Females	424	70	0	0	0.16509434
948	2018	26/08/2018	Østfold	Kvernskjar	MPA	Males	291	67	0	0	0.23024055
949	2018	26/08/2018	Østfold	Kvernskjar	MPA	Males	236	45	0	0	0.190677966
950	2018	26/08/2018	Østfold	Kvernskjar	MPA	Females	320	55	0	0	0.171875
951	2018	26/08/2018	Østfold	Kvernskjar	MPA	Males	234	42	0	0	0.179487179
952	2018	26/08/2018	Østfold	Kvernskjar	MPA	Females	286	51	0	0	0.178321678
953	2018	26/08/2018	Østfold	Kvernskjar	MPA	Females	317	53	0	0	0.167192429
954	2018	26/08/2018	Østfold	Kvernskjar	MPA	Females	294	49	0	0	0.166666667
955	2018	26/08/2018	Østfold	Kvernskjar	MPA	Females	254	42	0	0	0.165354331
956	2018	26/08/2018	Østfold	Kvernskjar	MPA	Males	271	49	0	0	0.180811808
957	2018	26/08/2018	Østfold	Kvernskjar	MPA	Males	286	58	0	0	0.202797203
958	2018	26/08/2018	Østfold	Kvernskjar	MPA	Females	303	43	0	0	0.141914191
959	2018	26/08/2018	Østfold	Kvernskjar	MPA	Females	286	50	0	0	0.174825175
960	2018	26/08/2018	Østfold	Kvernskjar	MPA	Males	310	68	0	0	0.219354839
961	2018	26/08/2018	Østfold	Kvernskjar	MPA	Females	343	62	0	0	0.180758017
962	2018	26/08/2018	Østfold	Kvernskjar	MPA	Females	276	44	0	0	0.15942029
963	2018	26/08/2018	Østfold	Kvernskjar	MPA	Females	269	44	0	0	0.163568773
964	2018	26/08/2018	Østfold	Kvernskjar	MPA	Males	332	74	0	0	0.222891566
965	2018	26/08/2018	Østfold	Kvernskjar	MPA	Females	302	52	0	0	0.17218543
966	2018	26/08/2018	Østfold	Kvernskjar	MPA	Females	251	41	0	0	0.163346614
967	2018	26/08/2018	Østfold	Kvernskjar	MPA	Males	258	48	0	0	0.186046512
968	2018	26/08/2018	Østfold	Kvernskjar	MPA	Females	250	41	0	0	0.164
969	2018	26/08/2018	Østfold	Kvernskjar	MPA	Females	285	49	0	0	0.171929825
970	2018	26/08/2018	Østfold	Kvernskjar	MPA	Males	256	48	0	0	0.1875
971	2018	26/08/2018	Østfold	Kvernskjar	MPA	Males	247	45	0	0	0.182186235
972	2018	26/08/2018	Østfold	Kvernskjar	MPA	Females	332	44	0	0	0.13253012
973	2018	26/08/2018	Østfold	Kvernskjar	MPA	Females	315	54	0	0	0.171428571
974	2018	26/08/2018	Østfold	Kvernskjar	MPA	Males	292	60	0	0	0.205479452
975	2018	26/08/2018	Østfold	Kvernskjar	MPA	Females	352	59	0	0	0.167613636
976	2018	26/08/2018	Østfold	Kvernskjar	MPA	Females	299	38	0	0	0.127090301
977	2018	26/08/2018	Østfold	Kvernskjar	MPA	Females	328	51	0	0	0.155487805
978	2018	26/08/2018	Østfold	Kvernskjar	MPA	Males	260	52	0	0	0.2
979	2018	26/08/2018	Østfold	Kvernskjar	MPA	Females	323	54	0	0	0.167182663
980	2018	26/08/2018	Østfold	Kvernskjar	MPA	Females	295	53	0	0	0.179661017
981	2018	26/08/2018	Østfold	Kvernskjar	MPA	Females	360	59	0	0	0.163888889
982	2018	26/08/2018	Østfold	Kvernskjar	MPA	Females	254	41	0	0	0.161417323
983	2018	26/08/2018	Østfold	Kvernskjar	MPA	Males	221	37	0	0	0.167420814
984	2018	26/08/2018	Østfold	Kvernskjar	MPA	Females	327	55	0	0	0.168195719
985	2018	26/08/2018	Østfold	Kvernskjar	MPA	Males	255	45	0	0	0.176470588
986	2018	26/08/2018	Østfold	Kvernskjar	MPA	Females	306	52	0	0	0.169934641
987	2018	26/08/2018	Østfold	Kvernskjar	MPA	Males	297	48	0	0	0.161616162
988	2018	26/08/2018	Østfold	Kvernskjar	MPA	Males	267	51	0	0	0.191011236
989	2018	26/08/2018	Østfold	Kvernskjar	MPA	Females	278	46	0	0	0.165467626
990	2018	26/08/2018	Østfold	Kvernskjar	MPA	Males	329	71	0	0	0.215805471
991	2018	26/08/2018	Østfold	Kvernskjar	MPA	Females	349	51	0	0	0.146131805
992	2018	26/08/2018	Østfold	Kvernskjar	MPA	Females	336	57	0	0	0.169642857
993	2018	26/08/2018	Østfold	Kvernskjar	MPA	Females	306	42	0	1	0.137254902
994	2018	26/08/2018	Østfold	Kvernskjar	MPA	Males	267	52	0	0	0.194756554
995	2018	26/08/2018	Østfold	Kvernskjar	MPA	Males	255	50	0	0	0.196078431
996	2018	26/08/2018	Østfold	Kvernskjar	MPA	Females	277	44	0	1	0.158844765
997	2018	26/08/2018	Østfold	Kvernskjar	MPA	Females	251	43	0	0	0.171314741
998	2018	26/08/2018	Østfold	Kvernskjar	MPA	Females	275	47	0	0	0.170909091
999	2018	26/08/2018	Østfold	Kvernskjar	MPA	Females	348	60	0	0	0.172413793
1000	2018	26/08/2018	Østfold	Kvernskjar	MPA	Males	265	50	0	0	0.188679245
1001	2018	26/08/2018	Østfold	Kvernskjar	MPA	Males	185	31	0	0	0.167567568
1002	2018	27/08/2018	Østfold	Kvernskjar	MPA	Males	287	35	0	0	0.12195122
1003	2018	27/08/2018	Østfold	Kvernskjar	MPA	Females	314	53	0	0	0.168789809
1004	2018	27/08/2018	Østfold	Kvernskjar	MPA	Males	295	68	0	0	0.230508475
1005	2018	27/08/2018	Østfold	Kvernskjar	MPA	Females	255	42	0	0	0.164705882
1006	2018	27/08/2018	Østfold	Kvernskjar	MPA	Males	332	71	0	0	0.213855422
1007	2018	27/08/2018	Østfold	Kvernskjar	MPA	Females	333	48	0	0	0.144144144
1008	2018	27/08/2018	Østfold	Kvernskjar	MPA	Males	376	88	0	0	0.234042553
1009	2018	27/08/2018	Østfold	Kvernskjar	MPA	Males	310	62	0	0	0.2
1010	2018	27/08/2018	Østfold	Kvernskjar	MPA	Females	274	44	0	0	0.160583942
1011	2018	27/08/2018	Østfold	Kvernskjar	MPA	Males	333	71	0	0	0.213213213
1012	2018	27/08/2018	Østfold	Kvernskjar	MPA	Females	326	55	0	0	0.168711656
1013	2018	27/08/2018	Østfold	Kvernskjar	MPA	Males	286	62	0	0	0.216783217
1014	2018	27/08/2018	Østfold	Kvernskjar	MPA	Males	295	61	0	0	0.206779661
1015	2018	27/08/2018	Østfold	Kvernskjar	MPA	Males	260	53	0	0	0.203846154
1016	2018	27/08/2018	Østfold	Kvernskjar	MPA	Females	331	61	0	0	0.18429003
1017	2018	27/08/2018	Østfold	Kvernskjar	MPA	Females	300	52	0	0	0.173333333
1018	2018	27/08/2018	Østfold	Kvernskjar	MPA	Males	292	61	0	0	0.20890411
1019	2018	27/08/2018	Østfold	Kvernskjar	MPA	Females	253	43	0	0	0.169960474
1020	2018	27/08/2018	Østfold	Kvernskjar	MPA	Females	346	60	0	0	0.173410405
1021	2018	27/08/2018	Østfold	Kvernskjar	MPA	Females	320	54	0	0	0.16875
1022	2018	27/08/2018	Østfold	Kvernskjar	MPA	Females	209	34	0	0	0.162679426
1023	2018	27/08/2018	Østfold	Kvernskjar	MPA	Females	274	50	0	0	0.182481752
1024	2018	27/08/2018	Østfold	Kvernskjar	MPA	Females	405	73	0	0	0.180246914
1025	2018	27/08/2018	Østfold	Kvernskjar	MPA	Females	290	51	0	0	0.175862069
1026	2018	27/08/2018	Østfold	Kvernskjar	MPA	Males	298	66	0	0	0.22147651
1027	2018	27/08/2018	Østfold	Kvernskjar	MPA	Females	284	47	0	0	0.165492958
1028	2018	27/08/2018	Østfold	Kvernskjar	MPA	Males	234	45	0	0	0.192307692
1029	2018	27/08/2018	Østfold	Kvernskjar	MPA	Males	237	44	0	0	0.185654008
1030	2018	27/08/2018	Østfold	Kvernskjar	MPA	Females	278	46	0	0	0.165467626
1031	2018	27/08/2018	Østfold	Kvernskjar	MPA	Males	240	47	0	0	0.195833333
1032	2018	27/08/2018	Østfold	Kvernskjar	MPA	Females	215	36	0	0	0.16744186
1033	2018	27/08/2018	Østfold	Kvernskjar	MPA	Females	254	42	0	0	0.165354331
1034	2018	27/08/2018	Østfold	Kvernskjar	MPA	Males	215	37	0	0	0.172093023
1035	2018	27/08/2018	Østfold	Kvernskjar	MPA	Females	315	54	0	0	0.171428571
1036	2018	27/08/2018	Østfold	Kvernskjar	MPA	Females	304	50	0	0	0.164473684
1037	2018	27/08/2018	Østfold	Kvernskjar	MPA	Males	352	87	0	0	0.247159091
1038	2018	27/08/2018	Østfold	Kvernskjar	MPA	Males	307	73	0	0	0.237785016
1039	2018	27/08/2018	Østfold	Kvernskjar	MPA	Males	333	83	0	0	0.249249249
1040	2018	27/08/2018	Østfold	Kvernskjar	MPA	Females	237	41	0	0	0.172995781
1041	2018	27/08/2018	Østfold	Kvernskjar	MPA	Males	299	50	0	0	0.16722408
1042	2018	27/08/2018	Østfold	Kvernskjar	MPA	Females	266	45	0	0	0.169172932
1043	2018	27/08/2018	Østfold	Kvernskjar	MPA	Females	342	63	0	0	0.184210526
1044	2018	27/08/2018	Østfold	Kvernskjar	MPA	Females	310	52	0	0	0.167741935
1045	2018	27/08/2018	Østfold	Kvernskjar	MPA	Females	326	53	0	0	0.162576687
1046	2018	27/08/2018	Østfold	Kvernskjar	MPA	Females	246	40	0	0	0.162601626
1047	2018	27/08/2018	Østfold	Kvernskjar	MPA	Females	330	54	0	0	0.163636364
1048	2018	27/08/2018	Østfold	Kvernskjar	MPA	Males	263	51	0	0	0.19391635
1049	2018	28/08/2018	Østfold	Kvernskjar	MPA	Females	274	46	0	0	0.167883212
1050	2018	28/08/2018	Østfold	Kvernskjar	MPA	Females	241	39	0	0	0.161825726
1051	2018	28/08/2018	Østfold	Kvernskjar	MPA	Females	246	41	0	0	0.166666667
1052	2018	28/08/2018	Østfold	Kvernskjar	MPA	Females	259	43	0	0	0.166023166
1053	2018	28/08/2018	Østfold	Kvernskjar	MPA	Females	200	34	0	0	0.17
1054	2018	28/08/2018	Østfold	Kvernskjar	MPA	Males	217	32	0	0	0.147465438
1055	2018	28/08/2018	Østfold	Kvernskjar	MPA	Females	185	29	0	0	0.156756757
1056	2018	28/08/2018	Østfold	Kvernskjar	MPA	Females	214	35	0	0	0.163551402
1057	2018	28/08/2018	Østfold	Kvernskjar	MPA	Females	202	33	0	0	0.163366337
1058	2018	28/08/2018	Østfold	Kvernskjar	MPA	Females	192	31	0	0	0.161458333
1059	2018	28/08/2018	Østfold	Kvernskjar	MPA	Males	320	73	0	0	0.228125
1060	2018	28/08/2018	Østfold	Kvernskjar	MPA	Females	257	42	0	0	0.163424125
1061	2018	28/08/2018	Østfold	Kvernskjar	MPA	Males	294	65	0	0	0.221088435
1062	2018	28/08/2018	Østfold	Kvernskjar	MPA	Females	269	46	0	0	0.171003717
1063	2018	28/08/2018	Østfold	Kvernskjar	MPA	Females	332	60	0	0	0.180722892
1064	2018	28/08/2018	Østfold	Kvernskjar	MPA	Males	227	40	0	0	0.176211454
1065	2018	28/08/2018	Østfold	Kvernskjar	MPA	Males	274	60	0	0	0.218978102
1066	2018	28/08/2018	Østfold	Kvernskjar	MPA	Males	250	50	0	0	0.2
1067	2018	28/08/2018	Østfold	Kvernskjar	MPA	Females	270	42	0	0	0.155555556
1068	2018	28/08/2018	Østfold	Kvernskjar	MPA	Females	205	32	0	0	0.156097561
1069	2018	28/08/2018	Østfold	Kvernskjar	MPA	Females	304	51	0	0	0.167763158
1070	2018	28/08/2018	Østfold	Kvernskjar	MPA	Females	177	23	0	0	0.129943503
1071	2018	28/08/2018	Østfold	Kvernskjar	MPA	Males	328	73	0	0	0.222560976
1072	2018	28/08/2018	Østfold	Kvernskjar	MPA	Males	249	45	0	0	0.180722892
1073	2018	28/08/2018	Østfold	Kvernskjar	MPA	Males	255	47	0	0	0.184313725
1074	2018	28/08/2018	Østfold	Kvernskjar	MPA	Females	362	60	0	0	0.165745856
1075	2018	28/08/2018	Østfold	Kvernskjar	MPA	Males	347	72	0	0	0.207492795
1076	2018	28/08/2018	Østfold	Kvernskjar	MPA	Males	292	66	0	0	0.226027397
1077	2018	28/08/2018	Østfold	Kvernskjar	MPA	Males	258	47	0	0	0.182170543
1078	2018	28/08/2018	Østfold	Kvernskjar	MPA	Males	364	93	0	0	0.255494505
1079	2018	28/08/2018	Østfold	Kvernskjar	MPA	Females	267	39	0	0	0.146067416
1080	2018	28/08/2018	Østfold	Kvernskjar	MPA	Females	322	53	0	0	0.164596273
1081	2018	28/08/2018	Østfold	Kvernskjar	MPA	Males	355	59	0	0	0.166197183
1082	2018	28/08/2018	Østfold	Kvernskjar	MPA	Males	258	47	0	0	0.182170543
1083	2018	28/08/2018	Østfold	Kvernskjar	MPA	Females	310	41	0	1	0.132258065
1084	2018	28/08/2018	Østfold	Kvernskjar	MPA	Females	340	61	0	0	0.179411765
1085	2018	28/08/2018	Østfold	Kvernskjar	MPA	Males	240	43	0	1	0.179166667
1086	2018	28/08/2018	Østfold	Kvernskjar	MPA	Females	309	49	0	0	0.158576052
1087	2018	28/08/2018	Østfold	Kvernskjar	MPA	Males	216	36	0	0	0.166666667
1088	2018	28/08/2018	Østfold	Kvernskjar	MPA	Females	308	50	0	0	0.162337662
1089	2018	28/08/2018	Østfold	Kvernskjar	MPA	Females	342	58	0	0	0.169590643
1090	2018	29/08/2018	Østfold	Kvernskjar	MPA	Males	262	48	0	0	0.183206107
1091	2018	29/08/2018	Østfold	Kvernskjar	MPA	Females	322	52	0	0	0.161490683
1092	2018	29/08/2018	Østfold	Kvernskjar	MPA	Females	317	56	0	0	0.176656151
1093	2018	29/08/2018	Østfold	Kvernskjar	MPA	Males	242	46	0	0	0.190082645
1094	2018	29/08/2018	Østfold	Kvernskjar	MPA	Females	327	50	0	0	0.152905199
1095	2018	29/08/2018	Østfold	Kvernskjar	MPA	Females	277	42	0	1	0.151624549
1096	2018	29/08/2018	Østfold	Kvernskjar	MPA	Females	218	35	0	0	0.160550459
1097	2018	29/08/2018	Østfold	Kvernskjar	MPA	Males	276	56	0	0	0.202898551
1098	2018	29/08/2018	Østfold	Kvernskjar	MPA	Females	309	52	0	0	0.16828479
1099	2018	29/08/2018	Østfold	Kvernskjar	MPA	Females	314	54	0	0	0.171974522
1100	2018	29/08/2018	Østfold	Kvernskjar	MPA	Females	284	47	0	0	0.165492958
1101	2018	29/08/2018	Østfold	Kvernskjar	MPA	Females	228	38	0	0	0.166666667
1102	2018	29/08/2018	Østfold	Kvernskjar	MPA	Males	295	59	0	0	0.2
1103	2018	29/08/2018	Østfold	Kvernskjar	MPA	Females	327	52	0	0	0.159021407
1104	2018	29/08/2018	Østfold	Kvernskjar	MPA	Females	304	50	0	0	0.164473684
1105	2018	29/08/2018	Østfold	Kvernskjar	MPA	Males	353	72	0	0	0.203966006
1106	2018	29/08/2018	Østfold	Kvernskjar	MPA	Males	238	44	0	0	0.18487395
1107	2018	29/08/2018	Østfold	Kvernskjar	MPA	Females	304	49	0	0	0.161184211
1108	2018	29/08/2018	Østfold	Kvernskjar	MPA	Females	335	53	0	0	0.158208955
1109	2018	29/08/2018	Østfold	Kvernskjar	MPA	Males	224	36	0	0	0.160714286
1110	2018	29/08/2018	Østfold	Kvernskjar	MPA	Females	259	45	0	0	0.173745174
1111	2018	29/08/2018	Østfold	Kvernskjar	MPA	Females	344	61	0	0	0.177325581
1112	2018	29/08/2018	Østfold	Kvernskjar	MPA	Females	293	52	0	0	0.177474403
1113	2018	29/08/2018	Østfold	Kvernskjar	MPA	Males	282	59	0	0	0.209219858
1114	2018	29/08/2018	Østfold	Kvernskjar	MPA	Males	228	41	0	0	0.179824561
1115	2018	29/08/2018	Østfold	Kvernskjar	MPA	Females	246	41	0	0	0.166666667
1116	2018	29/08/2018	Østfold	Kvernskjar	MPA	Females	292	41	0	0	0.140410959
1117	2018	29/08/2018	Østfold	Kvernskjar	MPA	Females	282	47	0	0	0.166666667
1118	2018	29/08/2018	Østfold	Kvernskjar	MPA	Males	281	57	0	0	0.202846975
1119	2018	29/08/2018	Østfold	Kvernskjar	MPA	Females	235	39	0	0	0.165957447
1120	2018	29/08/2018	Østfold	Kvernskjar	MPA	Males	285	56	0	0	0.196491228
1121	2018	29/08/2018	Østfold	Kvernskjar	MPA	Females	255	42	0	0	0.164705882
1122	2018	29/08/2018	Østfold	Kvernskjar	MPA	Males	190	29	0	0	0.152631579
1123	2018	29/08/2018	Østfold	Kvernskjar	MPA	Males	323	75	0	0	0.232198142
1124	2018	29/08/2018	Østfold	Kvernskjar	MPA	Males	265	52	0	0	0.196226415
1125	2018	29/08/2018	Østfold	Kvernskjar	MPA	Males	268	62	0	0	0.231343284
1126	2018	29/08/2018	Østfold	Kvernskjar	MPA	Females	315	55	0	0	0.174603175
1127	2018	29/08/2018	Østfold	Kvernskjar	MPA	Females	325	55	0	0	0.169230769
1128	2018	29/08/2018	Østfold	Kvernskjar	MPA	Males	225	40	0	0	0.177777778
1129	2018	29/08/2018	Østfold	Kvernskjar	MPA	Females	309	51	0	0	0.165048544
1130	2018	29/08/2018	Østfold	Kvernskjar	MPA	Females	210	36	0	0	0.171428571
1131	2018	29/08/2018	Østfold	Kvernskjar	MPA	Males	336	84	0	0	0.25
1132	2018	29/08/2018	Østfold	Kvernskjar	MPA	Females	326	57	0	0	0.174846626
1133	2018	29/08/2018	Østfold	Kvernskjar	MPA	Males	270	57	0	0	0.211111111
1134	2018	29/08/2018	Østfold	Kvernskjar	MPA	Females	255	44	0	0	0.17254902
1135	2018	29/08/2018	Østfold	Kvernskjar	MPA	Females	291	49	0	0	0.16838488
1136	2018	29/08/2018	Østfold	Kvernskjar	MPA	Males	300	62	0	0	0.206666667
1137	2018	29/08/2018	Østfold	Kvernskjar	MPA	Females	252	42	0	0	0.166666667
1138	2018	26/08/2018	Østfold	Vikertangflu	Fished	Males	263	50	0	0	0.190114068
1139	2018	26/08/2018	Østfold	Vikertangflu	Fished	Females	249	41	0	0	0.164658635
1140	2018	26/08/2018	Østfold	Vikertangflu	Fished	Males	265	54	0	0	0.203773585
1141	2018	26/08/2018	Østfold	Vikertangflu	Fished	Males	198	36	0	0	0.181818182
1142	2018	26/08/2018	Østfold	Vikertangflu	Fished	Males	270	57	0	0	0.211111111
1143	2018	26/08/2018	Østfold	Vikertangflu	Fished	Females	228	41	0	0	0.179824561
1144	2018	26/08/2018	Østfold	Vikertangflu	Fished	Females	227	33	0	0	0.145374449
1145	2018	26/08/2018	Østfold	Vikertangflu	Fished	Females	220	34	0	0	0.154545455
1146	2018	26/08/2018	Østfold	Vikertangflu	Fished	Males	236	40	0	0	0.169491525
1147	2018	26/08/2018	Østfold	Vikertangflu	Fished	Females	235	30	0	0	0.127659574
1148	2018	26/08/2018	Østfold	Vikertangflu	Fished	Males	206	32	0	0	0.155339806
1149	2018	26/08/2018	Østfold	Vikertangflu	Fished	Females	229	34	0	0	0.148471616
1150	2018	26/08/2018	Østfold	Vikertangflu	Fished	Females	246	39	0	0	0.158536585
1151	2018	26/08/2018	Østfold	Vikertangflu	Fished	Males	264	49	0	0	0.185606061
1152	2018	26/08/2018	Østfold	Vikertangflu	Fished	Males	197	32	0	1	0.162436548
1153	2018	26/08/2018	Østfold	Vikertangflu	Fished	Females	260	40	0	0	0.153846154
1154	2018	26/08/2018	Østfold	Vikertangflu	Fished	Males	290	54	0	0	0.186206897
1155	2018	26/08/2018	Østfold	Vikertangflu	Fished	Females	282	45	0	0	0.159574468
1156	2018	26/08/2018	Østfold	Vikertangflu	Fished	Females	229	37	0	0	0.161572052
1157	2018	26/08/2018	Østfold	Vikertangflu	Fished	Females	258	43	0	0	0.166666667
1158	2018	26/08/2018	Østfold	Vikertangflu	Fished	Females	228	41	0	0	0.179824561
1159	2018	26/08/2018	Østfold	Vikertangflu	Fished	Males	190	34	0	0	0.178947368
1160	2018	26/08/2018	Østfold	Vikertangflu	Fished	Females	249	42	0	0	0.168674699
1161	2018	26/08/2018	Østfold	Vikertangflu	Fished	Females	285	48	0	0	0.168421053
1162	2018	26/08/2018	Østfold	Vikertangflu	Fished	Females	264	45	0	0	0.170454545
1163	2018	26/08/2018	Østfold	Vikertangflu	Fished	Females	240	44	0	0	0.183333333
1164	2018	26/08/2018	Østfold	Vikertangflu	Fished	Males	230	45	0	0	0.195652174
1165	2018	26/08/2018	Østfold	Vikertangflu	Fished	Females	210	35	0	0	0.166666667
1166	2018	26/08/2018	Østfold	Vikertangflu	Fished	Males	241	45	0	0	0.186721992
1167	2018	26/08/2018	Østfold	Vikertangflu	Fished	Females	259	45	0	0	0.173745174
1168	2018	26/08/2018	Østfold	Vikertangflu	Fished	Males	236	46	0	0	0.194915254
1169	2018	26/08/2018	Østfold	Vikertangflu	Fished	Males	270	55	0	0	0.203703704
1170	2018	26/08/2018	Østfold	Vikertangflu	Fished	Males	291	60	0	0	0.206185567
1171	2018	26/08/2018	Østfold	Vikertangflu	Fished	Females	300	49	0	0	0.163333333
1172	2018	26/08/2018	Østfold	Vikertangflu	Fished	Males	249	48	0	0	0.192771084
1173	2018	26/08/2018	Østfold	Vikertangflu	Fished	Females	236	40	0	0	0.169491525
1174	2018	26/08/2018	Østfold	Vikertangflu	Fished	Females	245	42	0	0	0.171428571
1175	2018	26/08/2018	Østfold	Vikertangflu	Fished	Females	282	49	0	1	0.173758865
1176	2018	26/08/2018	Østfold	Vikertangflu	Fished	Males	211	45	0	0	0.213270142
1177	2018	26/08/2018	Østfold	Vikertangflu	Fished	Males	226	43	0	0	0.190265487
1178	2018	26/08/2018	Østfold	Vikertangflu	Fished	Males	275	54	0	0	0.196363636
1179	2018	26/08/2018	Østfold	Vikertangflu	Fished	Males	242	46	0	0	0.190082645
1180	2018	26/08/2018	Østfold	Vikertangflu	Fished	Males	252	42	0	0	0.166666667
1181	2018	26/08/2018	Østfold	Vikertangflu	Fished	Females	236	38	0	0	0.161016949
1182	2018	27/08/2018	Østfold	Vikertangflu	Fished	Females	247	40	0	0	0.16194332
1183	2018	27/08/2018	Østfold	Vikertangflu	Fished	Females	229	38	0	0	0.165938865
1184	2018	27/08/2018	Østfold	Vikertangflu	Fished	Females	255	43	0	0	0.168627451
1185	2018	27/08/2018	Østfold	Vikertangflu	Fished	Males	256	52	0	0	0.203125
1186	2018	27/08/2018	Østfold	Vikertangflu	Fished	Males	264	51	0	0	0.193181818
1187	2018	27/08/2018	Østfold	Vikertangflu	Fished	Females	240	41	0	0	0.170833333
1188	2018	27/08/2018	Østfold	Vikertangflu	Fished	Males	271	51	0	0	0.188191882
1189	2018	27/08/2018	Østfold	Vikertangflu	Fished	Females	205	35	0	0	0.170731707
1190	2018	27/08/2018	Østfold	Vikertangflu	Fished	Females	219	35	0	0	0.159817352
1191	2018	27/08/2018	Østfold	Vikertangflu	Fished	Males	224	38	0	0	0.169642857
1192	2018	27/08/2018	Østfold	Vikertangflu	Fished	Females	235	39	0	0	0.165957447
1193	2018	27/08/2018	Østfold	Vikertangflu	Fished	Males	222	44	0	0	0.198198198
1194	2018	27/08/2018	Østfold	Vikertangflu	Fished	Females	261	45	0	0	0.172413793
1195	2018	27/08/2018	Østfold	Vikertangflu	Fished	Females	203	32	0	0	0.157635468
1196	2018	27/08/2018	Østfold	Vikertangflu	Fished	Males	237	47	0	0	0.198312236
1197	2018	27/08/2018	Østfold	Vikertangflu	Fished	Females	233	38	0	0	0.163090129
1198	2018	27/08/2018	Østfold	Vikertangflu	Fished	Males	240	46	0	0	0.191666667
1199	2018	27/08/2018	Østfold	Vikertangflu	Fished	Females	205	35	0	0	0.170731707
1200	2018	27/08/2018	Østfold	Vikertangflu	Fished	Females	263	43	0	0	0.163498099
1201	2018	27/08/2018	Østfold	Vikertangflu	Fished	Males	240	43	0	0	0.179166667
1202	2018	27/08/2018	Østfold	Vikertangflu	Fished	Males	249	48	0	0	0.192771084
1203	2018	27/08/2018	Østfold	Vikertangflu	Fished	Males	190	31	0	0	0.163157895
1204	2018	27/08/2018	Østfold	Vikertangflu	Fished	Males	253	50	0	0	0.197628458
1205	2018	27/08/2018	Østfold	Vikertangflu	Fished	Females	234	38	0	0	0.162393162
1206	2018	27/08/2018	Østfold	Vikertangflu	Fished	Females	191	30	0	0	0.157068063
1207	2018	27/08/2018	Østfold	Vikertangflu	Fished	Males	264	53	0	0	0.200757576
1208	2018	27/08/2018	Østfold	Vikertangflu	Fished	Females	299	50	0	0	0.16722408
1209	2018	27/08/2018	Østfold	Vikertangflu	Fished	Females	246	42	0	0	0.170731707
1210	2018	27/08/2018	Østfold	Vikertangflu	Fished	Males	264	50	0	0	0.189393939
1211	2018	27/08/2018	Østfold	Vikertangflu	Fished	Females	289	50	0	0	0.173010381
1212	2018	28/08/2018	Østfold	Vikertangflu	Fished	Females	230	37	0	0	0.160869565
1213	2018	28/08/2018	Østfold	Vikertangflu	Fished	Males	259	49	0	0	0.189189189
1214	2018	28/08/2018	Østfold	Vikertangflu	Fished	Females	257	39	0	0	0.151750973
1215	2018	28/08/2018	Østfold	Vikertangflu	Fished	Males	280	56	0	0	0.2
1216	2018	28/08/2018	Østfold	Vikertangflu	Fished	Females	239	39	0	0	0.163179916
1217	2018	28/08/2018	Østfold	Vikertangflu	Fished	Males	247	43	0	0	0.174089069
1218	2018	28/08/2018	Østfold	Vikertangflu	Fished	Females	189	33	0	0	0.174603175
1219	2018	28/08/2018	Østfold	Vikertangflu	Fished	Females	290	29	0	0	0.1
1220	2018	28/08/2018	Østfold	Vikertangflu	Fished	Males	204	34	0	0	0.166666667
1221	2018	28/08/2018	Østfold	Vikertangflu	Fished	Males	251	46	0	0	0.183266932
1222	2018	28/08/2018	Østfold	Vikertangflu	Fished	Females	209	35	0	0	0.167464115
1223	2018	28/08/2018	Østfold	Vikertangflu	Fished	Males	213	42	0	0	0.197183099
1224	2018	28/08/2018	Østfold	Vikertangflu	Fished	Males	280	32	0	0	0.114285714
1225	2018	28/08/2018	Østfold	Vikertangflu	Fished	Females	255	40	0	0	0.156862745
1226	2018	28/08/2018	Østfold	Vikertangflu	Fished	Males	250	45	0	0	0.18
1227	2018	28/08/2018	Østfold	Vikertangflu	Fished	Females	227	39	0	0	0.171806167
1228	2018	28/08/2018	Østfold	Vikertangflu	Fished	Females	238	36	0	0	0.151260504
1229	2018	28/08/2018	Østfold	Vikertangflu	Fished	Males	268	54	0	0	0.201492537
1230	2018	28/08/2018	Østfold	Vikertangflu	Fished	Males	212	38	0	0	0.179245283
1231	2018	28/08/2018	Østfold	Vikertangflu	Fished	Females	295	50	0	0	0.169491525
1232	2018	29/08/2018	Østfold	Vikertangflu	Fished	Males	241	44	0	0	0.182572614
1233	2018	29/08/2018	Østfold	Vikertangflu	Fished	Females	247	40	0	0	0.16194332
1234	2018	29/08/2018	Østfold	Vikertangflu	Fished	Females	191	31	0	0	0.162303665
1235	2018	29/08/2018	Østfold	Vikertangflu	Fished	Males	220	38	0	0	0.172727273
